karata,secenje,boja,jasnoca,dubina,sto,cena,x,y,z
2,4,9,7,60.8,59,18795,8.13,8.02,4.91
1.51,5,11,10,61.7,55,18806,7.37,7.41,4.56
2.29,4,9,6,60.8,60,18823,8.5,8.47,5.16
0.32,2,9,7,63.2,54,648,4.42,4.38,2.78
0.32,4,9,7,62.6,58,648,4.4,4.38,2.75
0.32,2,9,7,63.1,56,648,4.4,4.38,2.77
0.32,5,9,7,62.3,57,648,4.42,4.37,2.74
0.32,5,9,7,62.4,54,648,4.39,4.36,2.73
0.32,4,9,7,61.9,58,648,4.4,4.36,2.71
0.32,4,9,7,62,58,648,4.4,4.37,2.72
0.32,5,9,7,62.4,56,648,4.37,4.31,2.71
0.32,4,9,7,61.3,58,648,4.39,4.35,2.68
0.32,4,10,6,59.5,58,648,4.5,4.47,2.67
0.32,4,10,6,60.5,59,648,4.43,4.39,2.67
0.32,5,10,6,61.3,55,648,4.44,4.4,2.71
0.32,4,10,6,60.7,58,648,4.46,4.43,2.7
0.32,4,10,6,60.6,58,648,4.47,4.44,2.7
0.32,4,10,6,60.6,58,648,4.47,4.44,2.7
0.32,5,10,6,62,55,648,4.42,4.39,2.73
0.32,4,10,6,60.7,60,648,4.41,4.39,2.67
0.32,4,10,6,60.7,61,648,4.41,4.39,2.67
0.32,4,10,6,61.4,60,648,4.41,4.39,2.7
0.32,4,10,6,62.7,54,648,4.41,4.39,2.76
0.32,5,10,6,62,55,648,4.4,4.38,2.72
0.32,5,10,6,62.8,55,648,4.41,4.38,2.76
0.32,4,10,6,61.7,59,648,4.4,4.35,2.7
0.32,4,10,6,61,60,648,4.41,4.35,2.67
0.32,4,10,6,62.3,57,648,4.39,4.37,2.73
0.32,5,10,6,62.1,56,648,4.42,4.37,2.73
0.32,5,10,6,61.5,56,648,4.4,4.38,2.7
0.32,5,10,6,62,57,648,4.39,4.35,2.71
0.32,5,10,6,63,57,648,4.38,4.35,2.75
0.32,4,10,6,62.5,59,648,4.38,4.33,2.72
0.32,4,10,6,62.4,58,648,4.36,4.33,2.71
0.32,2,10,6,63.1,55,648,4.36,4.33,2.74
0.3,1,11,6,58.5,64,648,4.42,4.37,2.57
0.32,5,10,6,63,57,648,4.37,4.33,2.74
0.37,2,11,6,60.7,57,649,4.64,4.69,2.83
0.37,4,11,6,61.3,60,649,4.6,4.63,2.83
0.37,5,11,6,62.2,57,649,4.59,4.64,2.87
0.37,2,11,6,62.8,60,649,4.55,4.59,2.87
0.37,2,11,6,61.2,57,649,4.59,4.63,2.82
0.37,4,11,6,59.3,60,649,4.67,4.71,2.78
0.37,4,11,6,60.1,59,649,4.64,4.68,2.8
0.37,5,11,6,60.8,57,649,4.61,4.66,2.82
0.37,4,10,7,60.9,60,649,4.6,4.63,2.81
0.37,5,11,6,61.5,56,649,4.59,4.64,2.84
0.37,5,11,6,61.3,57,649,4.6,4.64,2.83
0.37,4,11,6,61.2,60,649,4.58,4.63,2.82
0.3,2,14,6,62.9,55,650,4.25,4.27,2.68
0.28,5,11,10,61.3,57,650,4.25,4.27,2.6
0.28,5,11,10,61.5,57,650,4.19,4.21,2.58
0.28,5,11,10,62.4,55,650,4.17,4.2,2.61
0.28,5,11,10,60.9,57,650,4.24,4.27,2.59
0.39,2,9,6,62.9,57,650,4.64,4.68,2.93
0.41,2,8,10,60.8,56,651,4.83,4.87,2.95
0.31,1,10,7,59.2,65,651,4.42,4.33,2.59
0.39,5,9,6,61.5,55,651,4.7,4.73,2.9
0.36,5,10,7,61.5,55,651,4.59,4.62,2.83
0.31,1,13,6,59.1,56,651,4.41,4.46,2.62
0.31,2,11,6,63.2,58,651,4.3,4.28,2.71
0.3,5,14,7,62.2,56,651,4.27,4.31,2.67
0.3,5,14,7,61,57,651,4.31,4.32,2.63
0.33,2,11,7,61,57,652,4.46,4.49,2.72
0.31,5,11,6,61.8,53,652,4.35,4.39,2.7
0.31,5,11,6,61.5,56,652,4.34,4.36,2.68
0.3,5,13,6,62.1,53.6,652,4.3,4.35,2.69
0.31,5,11,7,61.3,56.4,652,4.36,4.39,2.69
0.3,5,12,7,61.6,54.7,652,4.33,4.34,2.67
0.3,5,12,7,62.2,54.4,652,4.3,4.33,2.68
0.32,5,12,7,61.1,57,652,4.42,4.45,2.71
0.3,5,12,7,61.9,55.1,652,4.31,4.34,2.68
0.3,5,12,7,62.3,53.8,652,4.3,4.33,2.69
0.33,1,14,6,61.8,61,652,4.4,4.44,2.73
0.31,5,9,10,61.3,57,652,4.34,4.4,2.68
0.31,5,9,10,62.2,54,652,4.36,4.39,2.72
0.31,1,14,7,61.7,61,653,4.32,4.34,2.67
0.3,2,13,7,61.4,59,653,4.32,4.28,2.64
0.3,2,13,7,60.2,57,653,4.37,4.3,2.61
0.3,2,12,7,61.5,56,654,4.31,4.34,2.66
0.32,5,9,10,62.1,54,655,4.39,4.43,2.74
0.32,5,9,10,61.6,56,655,4.4,4.43,2.72
0.32,5,9,10,61.4,57,655,4.39,4.44,2.71
0.32,5,9,10,61.7,55,655,4.4,4.42,2.72
0.39,5,13,3,62.8,57,655,4.66,4.61,2.91
0.4,2,9,6,61.4,57.6,655,4.73,4.78,2.92
0.32,2,13,6,61.3,57,656,4.38,4.41,2.69
0.31,5,14,6,61,54,656,4.38,4.44,2.69
0.34,5,11,7,61.4,56,657,4.52,4.54,2.78
0.26,5,12,10,61.6,56,657,4.07,4.11,2.52
0.32,2,14,6,62.9,59,657,4.36,4.39,2.75
0.32,5,14,6,61.8,55,657,4.41,4.43,2.73
0.32,1,14,6,63.6,55,657,4.35,4.42,2.79
0.32,5,13,7,59.5,57,657,4.45,4.49,2.66
0.37,2,11,7,58.4,59,657,4.76,4.69,2.76
0.35,2,11,6,60.2,60,658,4.54,4.6,2.75
0.4,5,8,7,62.2,54.3,658,4.73,4.75,2.95
0.31,5,11,7,61.5,54,658,4.39,4.43,2.71
0.32,1,13,6,64.1,54,658,4.32,4.36,2.78
0.26,2,10,7,62.9,54,430,4.06,4.08,2.56
0.24,2,13,7,61.7,60,430,3.97,4,2.46
0.25,5,10,7,61.7,57,431,4.04,4.07,2.5
0.27,5,9,7,61.6,56,432,4.15,4.19,2.57
0.27,5,9,7,61.9,54,432,4.14,4.19,2.58
0.27,5,9,7,62.5,54,432,4.16,4.19,2.61
0.27,5,9,7,61.9,54,432,4.15,4.18,2.58
0.27,5,9,7,61.9,55,432,4.16,4.18,2.58
0.27,5,9,7,62,56,432,4.16,4.19,2.59
0.27,5,9,7,61.3,57,432,4.16,4.19,2.56
0.27,5,9,7,62.2,54,432,4.16,4.2,2.6
0.3,4,13,6,59.9,59,658,4.33,4.38,2.61
0.3,5,13,6,62.1,56,658,4.25,4.31,2.66
0.3,2,13,6,62.4,56,658,4.26,4.33,2.68
0.3,2,13,6,62.8,59,658,4.24,4.26,2.67
0.3,4,12,7,61.5,59,658,4.31,4.33,2.66
0.3,5,13,6,62.6,54,658,4.28,4.31,2.69
0.3,5,13,6,61.5,55,658,4.28,4.31,2.64
0.3,5,13,6,61.8,55,658,4.33,4.35,2.68
0.3,4,13,6,62.6,58,658,4.26,4.3,2.68
0.3,4,13,6,59.2,59,658,4.37,4.41,2.6
0.3,4,13,6,62,59,658,4.27,4.31,2.66
0.3,5,13,6,62,56,658,4.31,4.34,2.68
0.3,4,13,6,62.2,60,658,4.24,4.28,2.65
0.3,5,13,6,61.5,56,658,4.29,4.33,2.65
0.3,5,13,6,61.3,57,658,4.29,4.33,2.64
0.3,2,13,6,62.4,56,658,4.25,4.28,2.66
0.3,5,13,6,62.1,55,658,4.32,4.35,2.69
0.3,2,13,6,62.4,57,658,4.24,4.29,2.66
0.3,5,13,6,61.5,55,658,4.31,4.34,2.66
0.3,5,13,6,61.8,56,658,4.31,4.33,2.67
0.3,5,13,6,62,55,658,4.3,4.35,2.68
0.3,5,13,6,61.6,56,658,4.27,4.3,2.64
0.3,2,13,6,62.6,58,658,4.25,4.28,2.67
0.3,4,13,6,62.3,58,658,4.28,4.32,2.68
0.3,5,13,6,61.5,55,658,4.32,4.4,2.68
0.3,5,13,6,62,55,658,4.27,4.31,2.66
0.3,5,13,6,62.1,55,658,4.28,4.32,2.67
0.3,2,13,6,62.1,59,658,4.27,4.29,2.66
0.3,2,13,6,61.8,58,658,4.26,4.28,2.64
0.3,5,13,6,62.3,56,658,4.28,4.32,2.68
0.3,5,13,6,62,55,658,4.25,4.3,2.65
0.3,4,13,6,62,60,658,4.23,4.26,2.63
0.3,4,13,6,60.4,58,658,4.3,4.34,2.61
0.3,5,13,6,62.2,56,658,4.28,4.3,2.67
0.3,4,13,6,61.8,58,658,4.31,4.36,2.68
0.3,5,13,6,61.2,55,658,4.31,4.35,2.65
0.3,2,13,6,61.9,61,658,4.28,4.32,2.66
0.3,4,13,6,61.7,58,658,4.32,4.34,2.67
0.3,4,13,6,62.4,59,658,4.26,4.3,2.67
0.3,4,13,6,62.5,58,658,4.26,4.31,2.68
0.3,2,13,6,62.3,57,658,4.27,4.3,2.67
0.3,5,13,6,61.8,57,658,4.3,4.34,2.67
0.3,4,13,6,61.6,58,658,4.31,4.33,2.66
0.3,4,13,6,59.1,58,658,4.37,4.39,2.59
0.3,5,13,6,61.4,55,658,4.32,4.34,2.66
0.3,4,13,6,60,60,658,4.36,4.4,2.63
0.3,5,13,6,61,56,658,4.33,4.36,2.65
0.3,5,13,6,62.6,56,658,4.29,4.34,2.7
0.3,4,13,6,62.5,59,658,4.27,4.3,2.68
0.3,4,13,6,60.7,59,658,4.3,4.33,2.62
0.3,5,13,6,61.6,55,658,4.31,4.33,2.66
0.3,2,13,6,62.9,58,658,4.22,4.24,2.66
0.3,4,13,6,61.9,59,658,4.29,4.33,2.67
0.3,5,13,6,61.8,56,658,4.3,4.34,2.67
0.3,5,13,6,62.6,54,658,4.29,4.33,2.7
0.3,5,13,6,62.3,56,658,4.3,4.34,2.69
0.3,2,13,6,61.7,61,658,4.28,4.31,2.65
0.3,5,13,6,60.2,57,658,4.36,4.38,2.63
0.3,5,13,6,62,56,658,4.3,4.34,2.68
0.3,5,13,6,62.3,57,658,4.29,4.32,2.68
0.3,2,12,7,61.9,59,658,4.26,4.3,2.65
0.3,4,13,6,60,58,658,4.37,4.4,2.63
0.3,5,12,7,61.4,56,658,4.33,4.37,2.67
0.3,2,13,6,62,58,658,4.26,4.29,2.65
0.3,5,13,6,62.6,56,658,4.29,4.33,2.7
0.3,5,13,6,62.4,57,658,4.29,4.33,2.69
0.3,2,13,6,62.4,57,658,4.24,4.26,2.65
0.3,4,12,7,60.5,60,658,4.29,4.31,2.6
0.3,4,13,6,62.1,58,658,4.29,4.31,2.67
0.3,5,13,6,61.5,55,658,4.29,4.33,2.65
0.3,5,13,6,62.1,55,658,4.3,4.33,2.68
0.3,2,13,6,62.9,58,658,4.22,4.27,2.67
0.3,2,13,6,62.8,56,658,4.28,4.32,2.7
0.3,5,13,6,61.7,55,658,4.3,4.32,2.66
0.3,5,13,6,62.5,56,658,4.28,4.3,2.68
0.3,5,12,7,62,55,658,4.3,4.34,2.68
0.3,5,13,6,61.8,56,658,4.29,4.32,2.66
0.34,2,13,6,59.8,62,659,4.52,4.54,2.71
0.35,2,11,7,62.6,56,659,4.49,4.52,2.82
0.33,2,14,6,62.9,54,660,4.4,4.44,2.78
0.29,2,11,7,58.1,59,660,4.39,4.42,2.56
0.32,2,11,7,60.8,56,660,4.45,4.48,2.71
0.32,2,11,7,61.9,56,660,4.41,4.45,2.74
0.3,2,13,7,63.4,55,660,4.26,4.29,2.71
0.38,5,10,6,62.4,56,660,4.62,4.65,2.89
0.33,5,12,6,62,54.2,660,4.42,4.45,2.75
0.32,5,12,6,61.5,55,660,4.4,4.44,2.72
0.32,5,12,6,61.4,57,660,4.4,4.43,2.71
0.39,2,10,6,60.7,56,661,4.77,4.79,2.9
0.32,2,13,7,62.9,57,661,4.36,4.39,2.75
0.3,4,14,7,60.7,58,661,4.34,4.36,2.64
0.3,5,14,7,61.8,56,661,4.3,4.34,2.67
0.3,2,14,7,59.4,60,661,4.34,4.38,2.59
0.3,5,14,7,62,54,661,4.3,4.34,2.68
0.32,5,13,6,61,56,662,4.4,4.42,2.69
0.31,5,14,6,62.4,57,662,4.34,4.31,2.7
0.3,3,12,6,64.5,55,662,4.31,4.19,2.74
0.3,5,13,7,62.1,54.2,663,4.3,4.32,2.68
0.34,5,11,6,62.4,57,663,4.48,4.46,2.79
0.3,2,14,6,62,62,663,4.24,4.27,2.64
0.42,5,8,7,60.9,57,663,4.83,4.86,2.95
0.3,5,13,7,60,56,663,4.39,4.41,2.64
0.35,1,13,7,63.1,56,663,4.49,4.54,2.85
0.36,5,11,6,60.6,56,664,4.62,4.67,2.81
0.42,5,8,7,61.4,55,664,4.83,4.85,2.97
0.31,5,13,7,61.3,54,664,4.37,4.4,2.69
0.32,5,11,7,62,55,665,4.43,4.44,2.75
0.32,5,11,7,61.6,55,665,4.43,4.5,2.75
0.32,5,11,7,61.6,55,665,4.43,4.46,2.74
0.28,5,12,7,62,53,665,4.23,4.26,2.63
0.35,2,13,6,61.4,58,665,4.51,4.55,2.78
0.35,5,12,7,62.4,55,665,4.49,4.52,2.81
0.3,2,14,7,58,62,666,4.44,4.45,2.58
0.3,2,14,7,60.1,58,666,4.35,4.37,2.62
0.37,4,9,6,61.1,59,666,4.65,4.58,2.82
0.37,4,9,6,61.6,60,666,4.61,4.58,2.83
0.37,5,9,6,61.7,57,666,4.64,4.6,2.85
0.4,1,9,6,63.8,54,666,4.68,4.72,3
0.33,5,11,7,61.6,57,666,4.41,4.45,2.73
0.33,4,11,7,60.3,59,666,4.44,4.52,2.7
0.33,2,11,7,59.7,61,666,4.44,4.47,2.66
0.33,5,12,6,60.5,55,666,4.47,4.55,2.73
0.33,5,12,6,62.3,56,666,4.41,4.45,2.76
0.33,4,11,7,61.6,58,666,4.39,4.44,2.72
0.33,5,12,6,62.1,55,666,4.45,4.47,2.77
0.33,1,11,7,63.1,57,666,4.38,4.4,2.77
0.33,4,11,7,60.5,58,666,4.43,4.49,2.7
0.33,4,11,7,60.8,59,666,4.43,4.45,2.7
0.33,2,12,6,61.2,58,666,4.45,4.5,2.74
0.33,5,11,7,62.3,54,666,4.45,4.48,2.78
0.33,5,12,6,61.9,57,666,4.4,4.42,2.73
0.33,5,12,6,61.6,56,666,4.44,4.46,2.74
0.33,5,11,7,61.8,56,666,4.42,4.45,2.74
0.33,5,11,7,62.3,57,666,4.38,4.42,2.74
0.33,5,12,6,62.3,56,666,4.43,4.46,2.77
0.33,2,12,6,62.4,57,666,4.39,4.43,2.75
0.33,5,11,7,61.4,54,666,4.44,4.48,2.74
0.33,5,12,6,61.3,56,666,4.43,4.47,2.73
0.33,5,11,7,62.1,56,666,4.4,4.42,2.74
0.33,4,11,7,61.8,59,666,4.39,4.45,2.73
0.33,2,12,6,61.9,57,666,4.42,4.44,2.74
0.33,5,11,7,61.9,55,666,4.41,4.44,2.74
0.33,4,11,7,61.6,60,666,4.41,4.46,2.73
0.33,5,11,7,62.1,55,666,4.43,4.46,2.76
0.33,5,11,7,61.9,56,666,4.44,4.48,2.76
0.33,4,12,6,60.8,58,666,4.44,4.47,2.71
0.33,5,11,7,61.4,55,666,4.44,4.48,2.74
0.33,4,12,6,62.1,59,666,4.39,4.44,2.74
0.33,4,12,6,60.1,58,666,4.45,4.47,2.68
0.33,5,12,6,62.3,55,666,4.42,4.47,2.77
0.33,4,12,6,62.1,59,666,4.4,4.45,2.75
0.33,5,11,7,62.4,56,666,4.43,4.45,2.77
0.33,4,12,6,62.2,58,666,4.43,4.44,2.76
0.33,4,11,7,61.4,59,666,4.43,4.49,2.74
0.24,2,13,7,61.5,57,357,3.99,4.07,2.48
0.23,2,14,7,61.8,57,357,3.9,3.93,2.42
0.23,1,13,6,61.8,63,357,3.88,3.89,2.4
0.23,1,12,6,63.8,57,357,3.93,3.84,2.48
0.26,5,9,7,61.9,56,358,4.08,4.16,2.55
0.25,1,13,7,63.3,60,361,3.99,4.04,2.54
0.25,3,13,7,55.2,64,361,4.21,4.23,2.33
0.32,1,14,3,64,54,361,4.33,4.36,2.78
0.23,2,14,6,62.7,58,362,3.86,3.89,2.43
0.24,2,13,6,64.1,59,362,3.88,3.92,2.5
0.24,2,13,6,60.8,56,362,4.02,4.04,2.45
0.24,2,13,6,64.5,57,367,3.88,3.93,2.52
0.24,2,14,7,61.1,60,367,3.96,3.99,2.43
0.27,5,9,7,62.2,55,432,4.15,4.18,2.59
0.27,5,9,7,62.1,54,432,4.16,4.18,2.59
0.24,5,9,7,62,56,432,4,4.01,2.48
0.33,2,11,7,62.8,58,666,4.38,4.41,2.76
0.33,4,11,7,62.3,58,666,4.41,4.45,2.76
0.33,5,12,6,62.1,54,666,4.43,4.46,2.76
0.33,2,11,7,62,59,666,4.36,4.42,2.72
0.33,5,11,7,62.1,55,666,4.43,4.46,2.76
0.33,4,11,7,61.9,58,666,4.43,4.46,2.75
0.33,5,12,6,61.4,57,666,4.45,4.48,2.74
0.33,5,11,7,62.1,54,666,4.45,4.47,2.77
0.33,5,12,6,61.9,55,666,4.43,4.46,2.75
0.33,5,12,6,61.6,55,666,4.45,4.48,2.75
0.33,5,11,7,61.9,54,666,4.44,4.48,2.76
0.33,4,11,7,62.4,59,666,4.41,4.47,2.77
0.33,4,11,7,61.3,58,666,4.42,4.46,2.72
0.33,5,11,7,62.1,54,666,4.42,4.47,2.76
0.33,4,11,7,61.9,59,666,4.43,4.45,2.75
0.33,4,11,7,61.3,58,666,4.42,4.45,2.72
0.33,4,11,7,62.2,58,666,4.39,4.42,2.74
0.33,2,11,7,62.9,57,666,4.38,4.43,2.77
0.33,5,12,6,62.6,55,666,4.4,4.42,2.76
0.33,5,11,7,62.1,56,666,4.4,4.42,2.74
0.33,1,12,6,63.2,56,666,4.39,4.41,2.78
0.33,5,11,7,60.1,55,666,4.5,4.55,2.72
0.33,4,11,7,59.2,59,666,4.51,4.54,2.68
0.33,5,12,6,61.2,54,666,4.47,4.49,2.74
0.33,4,12,6,62.4,58,666,4.37,4.41,2.74
0.33,5,11,7,61.7,56,666,4.44,4.47,2.75
0.33,5,11,7,61.1,56,666,4.46,4.48,2.73
0.33,2,11,7,60.1,61,666,4.44,4.48,2.68
0.31,2,12,6,61.4,58.4,667,4.37,4.4,2.69
0.4,5,9,6,62.6,54,667,4.74,4.75,2.97
0.4,5,9,6,62.4,53,667,4.75,4.77,2.97
0.4,5,9,6,62.3,54,667,4.74,4.77,2.96
0.4,5,9,6,62.4,54,667,4.73,4.76,2.96
0.4,5,9,6,62.2,55,667,4.73,4.75,2.95
0.33,5,14,6,60.3,55,667,4.5,4.52,2.72
0.33,5,14,6,62.3,54,667,4.43,4.46,2.77
0.33,2,12,7,59.3,56,668,4.49,4.55,2.68
0.37,5,11,6,62.5,53,668,4.6,4.61,2.88
0.37,5,10,7,61.8,55,668,4.63,4.66,2.87
0.34,5,9,10,62.2,53.5,668,4.5,4.52,2.8
0.33,4,10,6,60.4,60,668,4.52,4.48,2.72
0.33,4,9,7,61.1,59,668,4.47,4.44,2.72
0.33,4,9,7,59.5,60,668,4.54,4.5,2.69
0.33,2,9,7,63.2,57,668,4.4,4.37,2.77
0.33,2,9,7,63.1,56,668,4.4,4.38,2.77
0.33,4,9,7,62.7,58,668,4.43,4.4,2.77
0.33,5,9,7,61.6,57,668,4.46,4.41,2.73
0.33,4,9,7,61.6,60,668,4.45,4.42,2.73
0.33,4,10,6,61.3,60,668,4.47,4.44,2.73
0.33,4,10,6,61.4,58,668,4.49,4.44,2.74
0.33,5,10,6,61.2,55,668,4.47,4.45,2.73
0.33,5,10,6,60.7,57,668,4.48,4.45,2.71
0.33,5,10,6,60.7,57,668,4.5,4.46,2.72
0.33,4,10,6,62,59,668,4.44,4.4,2.74
0.33,1,10,6,63.8,55,668,4.44,4.4,2.82
0.33,5,10,6,62.2,57,668,4.46,4.42,2.76
0.33,4,10,6,62.3,58,668,4.41,4.38,2.74
0.33,4,10,6,62.8,59,668,4.44,4.38,2.77
0.33,4,10,6,61.7,59,668,4.42,4.39,2.72
0.33,4,10,6,62.4,58,668,4.42,4.39,2.75
0.35,2,13,6,60.2,60,669,4.54,4.57,2.74
0.3,2,14,6,62.5,57,670,4.26,4.28,2.67
0.39,5,10,6,62,54.4,670,4.67,4.72,2.91
0.3,5,14,6,62.3,58,670,4.25,4.29,2.66
0.3,5,14,6,61.2,57,670,4.29,4.34,2.64
0.3,5,14,6,61.4,54,670,4.34,4.39,2.68
0.3,5,14,6,60.6,58,670,4.31,4.33,2.62
0.3,5,14,6,61.5,58,670,4.27,4.31,2.64
0.3,5,14,6,61.4,58,670,4.29,4.31,2.64
0.3,5,14,6,61.3,56,670,4.32,4.36,2.66
0.3,5,14,6,61.6,56,670,4.31,4.36,2.67
0.3,5,13,7,61.9,56,670,4.28,4.31,2.66
0.3,5,13,7,61.8,56,670,4.32,4.35,2.68
0.3,5,13,7,62.1,57,670,4.3,4.33,2.68
0.3,5,13,7,62.1,58,670,4.27,4.3,2.66
0.37,5,11,6,61.4,56,671,4.63,4.65,2.85
0.32,5,14,6,62.1,53,671,4.42,4.44,2.75
0.32,5,14,6,61.2,56,671,4.38,4.41,2.69
0.33,2,13,6,63.1,57,672,4.38,4.43,2.78
0.45,5,8,6,61.4,55,672,4.94,4.97,3.04
0.27,5,11,10,61,56,672,4.17,4.19,2.55
0.32,5,10,7,62.1,55,672,4.4,4.39,2.73
0.32,5,10,7,62.7,56,672,4.42,4.39,2.76
0.32,4,10,7,61.6,59,672,4.39,4.37,2.7
0.32,4,11,6,58.4,57,672,4.53,4.51,2.64
0.32,4,11,6,60.1,61,672,4.44,4.41,2.66
0.32,5,11,6,62,57,672,4.41,4.37,2.72
0.32,5,11,6,62.4,55,672,4.39,4.36,2.73
0.32,5,11,6,62.1,56,672,4.4,4.36,2.72
0.32,5,11,6,62.1,55,673,4.36,4.39,2.71
0.3,5,13,6,61.5,55,673,4.3,4.34,2.66
0.3,5,13,6,61.8,55,673,4.32,4.33,2.68
0.3,5,12,7,61.9,55,673,4.28,4.3,2.66
0.3,5,12,7,62.1,56,673,4.29,4.32,2.67
0.3,5,12,7,62.4,56,673,4.3,4.32,2.68
0.3,5,13,7,62,53,673,4.31,4.33,2.68
0.3,5,13,7,61.1,58,673,4.3,4.34,2.64
0.29,5,11,10,60.6,57,673,4.28,4.31,2.6
0.29,5,11,10,61.3,55,673,4.25,4.28,2.61
0.29,5,11,10,62,56,673,4.23,4.27,2.63
0.3,5,11,7,61.1,56,673,4.36,4.35,2.66
0.3,5,11,7,61.4,55,673,4.38,4.32,2.67
0.3,3,11,7,64.4,61,673,4.2,4.16,2.69
0.3,4,12,6,61.4,55,673,4.37,4.32,2.67
0.3,4,12,6,58.8,60,673,4.41,4.37,2.58
0.3,5,12,6,63,55,673,4.29,4.28,2.7
0.3,4,12,6,61.8,60,673,4.3,4.27,2.65
0.36,5,13,6,61.1,57,673,4.56,4.61,2.8
0.32,4,9,10,60.3,58,673,4.41,4.45,2.67
0.32,5,9,10,60.8,54,673,4.44,4.47,2.71
0.31,5,14,7,62,57,673,4.33,4.35,2.69
0.32,5,9,10,62.2,57,673,4.35,4.37,2.71
0.32,2,9,10,61.9,59,673,4.37,4.39,2.71
0.41,5,8,7,62,53.6,674,4.75,4.79,2.96
0.41,5,8,7,62.2,54.5,674,4.75,4.76,2.96
0.41,5,8,7,61.6,55.1,674,4.75,4.8,2.95
0.31,2,12,7,61.2,55,675,4.35,4.37,2.67
0.31,2,12,7,62,56,675,4.32,4.35,2.69
0.31,2,12,7,60.9,56,675,4.37,4.38,2.66
0.31,2,12,7,60.6,55,675,4.41,4.43,2.67
0.38,5,9,6,61.4,55,675,4.66,4.69,2.87
0.33,5,9,10,62,54,675,4.46,4.48,2.77
0.33,5,9,10,61.7,55,675,4.45,4.49,2.76
0.33,5,9,10,61.1,56,675,4.45,4.49,2.73
0.3,2,11,6,63.5,55,675,4.25,4.22,2.69
0.3,4,10,7,61.4,59,675,4.33,4.3,2.65
0.3,4,10,7,61,58,675,4.31,4.28,2.62
0.3,5,10,7,62.9,54,675,4.31,4.28,2.7
0.3,4,10,7,61.3,58,675,4.32,4.29,2.64
0.3,5,10,7,62.3,55,675,4.34,4.29,2.69
0.3,4,10,7,60.1,61,675,4.32,4.3,2.59
0.3,5,10,7,61.6,57,675,4.33,4.3,2.66
0.3,4,10,7,60.4,61,675,4.34,4.3,2.61
0.3,5,10,7,61.3,56,675,4.33,4.31,2.65
0.3,5,10,7,62.1,54,675,4.35,4.32,2.69
0.3,5,10,7,61.4,54,675,4.37,4.33,2.67
0.3,2,10,7,63.3,56,675,4.3,4.26,2.71
0.3,5,10,7,61.6,55,675,4.3,4.27,2.64
0.3,4,10,7,60.4,61,675,4.31,4.27,2.59
0.3,4,10,7,62.5,58,675,4.34,4.27,2.69
0.3,5,10,7,62.2,57,675,4.3,4.28,2.67
0.3,4,10,7,62.6,59,675,4.3,4.26,2.68
0.3,2,10,7,63.4,53,675,4.3,4.25,2.71
0.3,4,10,7,62.3,58,675,4.28,4.26,2.66
0.3,1,10,7,63.9,55,675,4.28,4.26,2.73
0.3,5,10,7,62.9,57,675,4.29,4.26,2.69
0.3,4,10,7,62,58,675,4.28,4.24,2.64
0.3,2,10,7,63.2,56,675,4.29,4.25,2.7
0.3,5,10,7,62.7,55,675,4.3,4.25,2.68
0.3,4,10,7,63,58,675,4.28,4.23,2.68
0.3,4,10,7,62.2,60,675,4.29,4.23,2.65
0.3,2,10,7,63.1,57,675,4.26,4.24,2.68
0.3,5,10,7,62.5,56,675,4.27,4.24,2.66
0.3,4,10,7,63,59,675,4.27,4.21,2.67
0.3,2,10,7,63.3,57,675,4.25,4.22,2.68
0.3,5,10,7,62.9,56,675,4.27,4.22,2.67
0.3,4,11,6,60.6,60,675,4.34,4.3,2.62
0.3,4,11,6,60.8,61,675,4.34,4.31,2.63
0.3,5,11,6,61.7,56,675,4.35,4.31,2.67
0.3,5,11,6,61.4,54,675,4.36,4.31,2.66
0.3,4,11,6,61.9,58,675,4.33,4.3,2.67
0.3,1,11,6,63.9,55,675,4.28,4.27,2.73
0.3,5,11,6,62.3,56,675,4.3,4.27,2.67
0.3,5,11,6,62.5,53,675,4.3,4.27,2.68
0.3,5,11,6,63,56,675,4.3,4.27,2.7
0.3,5,11,6,61.3,56,675,4.3,4.28,2.63
0.3,5,11,6,61.3,56,675,4.33,4.28,2.64
0.3,4,11,6,61.6,60,675,4.33,4.28,2.65
0.3,5,11,6,63,55,675,4.31,4.29,2.71
0.3,5,11,6,63,55,675,4.31,4.29,2.71
0.3,4,11,6,60.6,61,675,4.32,4.29,2.61
0.3,4,11,6,62.2,60,675,4.25,4.24,2.64
0.3,2,11,6,63.1,57,675,4.28,4.24,2.69
0.3,2,11,6,63.1,56,675,4.28,4.25,2.69
0.3,2,11,6,63.5,54,675,4.28,4.25,2.71
0.3,5,11,6,62.2,57,675,4.32,4.26,2.67
0.28,2,13,7,62.8,60,434,4.16,4.21,2.63
0.26,5,10,6,62.1,55,434,4.08,4.1,2.54
0.26,5,10,6,61.3,56,434,4.09,4.13,2.52
0.26,5,9,7,62.1,55,434,4.11,4.13,2.56
0.23,4,10,7,59.4,61,434,4.05,4,2.39
0.33,2,8,7,62.8,58,434,4.38,4.41,2.76
0.33,2,8,7,61.5,61,434,4.39,4.46,2.72
0.33,5,8,7,62.1,55,434,4.41,4.44,2.75
0.29,5,8,7,61.8,56,435,4.23,4.26,2.62
0.31,2,9,6,62.3,57,435,4.32,4.35,2.7
0.33,2,13,6,60.6,58,675,4.45,4.49,2.71
0.35,2,11,7,61.5,60,676,4.51,4.57,2.79
